Country Name,Country Code,Series Name,Series Code,2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Australia,AUS,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,27.883147260849,26.7343802096463,26.280889912863,25.4164308751896,24.1073601284492,24.5594488327857,23.3022177494962,22.2459434869215,22.7622897118321,23.2482955118791
Australia,AUS,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,18.0024569081412,18.9827747031452,19.6853148062394,20.6098142642049,18.0893930210522,18.1015833176943,21.2565688212545,21.5032648806709,22.3902304215337,..
Australia,AUS,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,94,94,95,95,94,94,94,93,93,..
Australia,AUS,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,21.2891913949774,21.3753685262765,21.5550374082505,21.550576819355,20.7201613801918,21.5161440003039,21.675186593329,20.2251510630871,17.7948768973942,19.9417423001917
Australia,AUS,Income share held by lowest 20%,SI.DST.FRST.20,..,7.4,..,7.4,..,7.3,..,..,..,..
Australia,AUS,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,25.1973643961788,25.5787418592678,23.6935141578446,22.3299254677721,23.4734721075625,24.1439568878264,25.3167424649892,25.4062827896948,25.5235123309295,27.8759975418473
Australia,AUS,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,-0.153610470416552,1.42580443341605,-0.594336116311538,-0.605177488071192,3.74325877767707,1.82915392037633,3.39772301032441,1.73972809592115,2.80089983637042,7.11473873673272
Australia,AUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.1487804878049,82.3,82.4,82.4487804878049,82.5,82.7487804878049,82.9,83.2,83.3,..
Australia,AUS,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,31.4097363730277,32.5245492366559,29.334426790224,32.2216932576405,34.6718637566944,34.4812397031068,35.3801497572454,34.8655844622727,39.0305770532676,43.0788444135603
Australia,AUS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.63918019954461,1.77305887756791,1.9536335918401,2.0885308793071,2.00423407657625,1.89567007851003,1.88104345418486,2.01064009885885,1.98912270035816,1.89882434777792
Australia,AUS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,107.910329,106.7765212,108.1853261,109.7343698,108.4165835,110.6519296,110.29622,105.231579,104.5172138,107.0312028
Australia,AUS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,4.1,4,3.9,3.8,3.8,3.8,3.8,3.7,3.7,..
Australia,AUS,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,119.3090103632,111.328732709,100,99.8663574458,116.3947033891,118.5722402418,130.2261173843,131.2025024616,163.6917406984,..
Australia,AUS,Net migration,SM.POP.NETM,214564,198120,209466,242184,244875,220307,235860,117929,117929,..
Australia,AUS,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,2442450025.17865,2329656676.96023,2174651380.40477,2056844753.41069,2001928453.24729,1867930551.38816,1762645594.80965,1196628175.96729,936423063.167017,1297839480.95354
Australia,AUS,Population density (people per sq. km of land area),EN.POP.DNST,3.01057352615753,3.05581479504836,3.10011259648803,3.14493553058884,3.19736584148247,3.24578498235834,3.29435141874306,3.33531231068042,3.33957517011136,..
Australia,AUS,Population growth (annual %),SP.POP.GROW,1.721151439989,1.49156648912847,1.43921665259925,1.56194049810399,1.65339053503068,1.50299298221362,1.48520844681971,1.23570107988933,0.127728295728263,1.12589851822075
Australia,AUS,"Population, total",SP.POP.TOTL,23128129,23475686,23815995,24190907,24594202,24966643,25340217,25655289,25688079,25978935
Australia,AUS,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,0.5,..,0.5,..,0.5,..,..,..,..
Australia,AUS,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,..
Australia,AUS,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,24.4653751583146,24.3744983882742,24.5217627001703,24.8687511236545,24.8251108124274,25.8351762557425,26.0859760003658,25.3104996233842,25.7706740805578,..
Australia,AUS,"School enrollment, primary (% gross)",SE.PRM.ENRR,105.802581787109,105.461601257324,101.665489196777,101.180686950684,100.637657165527,100.398712158203,100.199699401855,99.9011077880859,99.9291534423828,..
Australia,AUS,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,..,..,0.925260007381439,0.925170004367828,0.937539994716644,0.968850016593933,0.964070022106171,0.979290008544922,..,..
Australia,AUS,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,159.110763549805,155.594390869141,153.576126098633,136.105545043945,144.056564331055,137.490737915039,135.526565551758,..
Australia,AUS,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Surface area (sq. km),AG.SRF.TOTL.K2,7741220,7741220,7741220,7741220,7741220,7741220,7741220,7741220,7741220,..
Australia,AUS,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,21.9553816536045,21.9079605429011,21.8829486756956,22.2770760006709,22.0918702681558,23.1974319385011,23.4130769701014,22.6119503645166,23.1275046036399,..
Australia,AUS,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,..,28.5918417236676,29.7087937305528,29.7087937305528,29.7087926208931,30.395527849221,32.1204150724308,32.1204150724308
Australia,AUS,Time required to start a business (days),IC.REG.DURS,2.5,2.5,2.5,2.5,2.5,2.5,2,..,..,..
Australia,AUS,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Urban population growth (annual %),SP.URB.GROW,1.83817579922612,1.60845510176755,1.55480059894141,1.67739012761928,1.77452889208332,1.62863721493696,1.61533578272113,1.3714627263914,0.267934456197247,1.27168738006658
Brazil,BRA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,62.936,63.12,62.434,57.88,55.566,53.436,50.015,46.296,45.2,..
Brazil,BRA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,4.5068861822272,4.32561053706441,4.31914942775652,4.89135358685971,4.60059169424122,4.42039930378329,4.20501409570354,5.71148511675454,7.48692132808022,6.81318197126279
Brazil,BRA,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,1.19069731496202,1.14859565447801,1.1280692457163,1.17134781840664,1.16021904257198,1.17470411588059,1.19130895601484,1.18689277512807,..,..
Brazil,BRA,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,98,98.4,98.2,98.6,98.7,98.8,99.1,..,..,..
Brazil,BRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.4134465369818,2.51459195963426,2.36536062099671,2.16125984748939,2.18548661863967,2.06426147881772,2.05077012882977,1.94252335631484,..,..
Brazil,BRA,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,80.2,..,..,..,..,..,..,..,..,..
Brazil,BRA,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,2560.09555974195,2610.99928167575,..,..,..,..,..,..,..,..
Brazil,BRA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1456.10904746834,1490.42584610757,..,..,..,..,..,..,..,..
Brazil,BRA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,11.7422306432624,11.0119428225147,12.9001914177405,12.4666790443888,12.5189678700669,14.6349994952986,14.1229191903622,16.4535520041337,19.5616763376612,20.045538006281
Brazil,BRA,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,483734834011.9,556919631071.7,543397356309.8,543257228545.3,543000326110.9,557742529134.6,568690159150.8,549263187525.6,606484605480.6,..
Brazil,BRA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.748,1.767,1.777,1.709,1.736,1.749,1.703,1.649,1.641,..
Brazil,BRA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,75211029129.4,87713983217.24,64738153494.44,74294627801.19,68885491315.23,78162724370.35,69174411753.43,37786286307.45,46439071565.28,91502103577.54
Brazil,BRA,Forest area (sq. km),AG.LND.FRST.K2,5069631.6,5054239.8,5038848,5020821,5000916,4990514,4977985,4966196,4953913.667,..
Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,2472819362259,2456043766063.5,1802211999555.59,1795693265824.27,2063514688761.67,1916933708404.16,1873288159000.64,1476107292036.59,1649622972159.35,1920095560995.06
Brazil,BRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.00482266944432,0.503955740242247,-3.54576339269425,-3.27591690782192,1.32286905404399,1.783666761634,1.22077782360842,-3.2767587964736,4.98884970066018,2.90053061522693
Brazil,BRA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,12750,12080,10160,8890,8670,9140,9220,7910,7900,8140
Brazil,BRA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,15320,15370,14420,13910,14210,14550,14900,14590,15830,17260
Brazil,BRA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,2571101638578.34,2457007472638.13,2084246948540.23,1839991635511.57,1808496325064.57,1920049773488.66,1953066623425.24,1686362831541.95,1692823917297.1,1753188080652.01
Brazil,BRA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,3090347659210.83,3127764536961.12,2958026429307.17,2876740136507.09,2962271099129.21,3058925247017.94,3154920115524.25,3110372805484.17,3393700487874.69,3716655944205.98
Brazil,BRA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,21.6937669589669,20.5484107692172,17.4116258682972,14.9695469657992,14.6255875996264,15.0950416275172,15.5167908269592,16.1158206144162,19.4252119527289,18.1433368150596
Brazil,BRA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,11.9697168242237,12.3710552617293,14.485714883982,15.999958400192,14.3117190041583,14.7439120323979,14.0664586517771,11.3500476471567,9.00153466515671,..
Brazil,BRA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,98,97,96,95,91,92,91,79,73,..
Brazil,BRA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,14.0437266822704,13.6734629958056,14.0534345182709,12.0670030360511,11.8007665046081,14.241203879248,14.7673386789326,15.8485265369506,18.6197503146106,19.2944556126532
Brazil,BRA,Income share held by lowest 20%,SI.DST.FRST.20,3.5,3.6,3.6,3.3,3.2,3.1,3.1,4.5,3.3,..
Brazil,BRA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,21.2248099517239,20.4724627523359,19.3600439758784,18.3547582819084,18.1885023124362,18.7490514539899,18.7546275752859,19.506118396283,20.1501991631351,20.6976228826191
Brazil,BRA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,7.50456453292993,7.84670974352809,7.56617501207116,8.10360435870246,3.67138451275035,4.49353433137021,4.22425886899158,6.47249960755747,11.3840669684878,8.28319419036838
Brazil,BRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.918,74.306,74.332,74.442,74.827,75.109,75.338,74.009,72.75,..
Brazil,BRA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,19.6062036475279,18.7979549216251,20.3772919107496,18.0862737629592,18.4560353301167,22.1567390743828,22.1156044791856,25.4396141815613,31.2498679213472,32.6223867563856
Brazil,BRA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.32944608407492,1.330244423168,1.36551715396161,1.34797541299482,1.41402166797586,1.46967772350671,1.38279724638797,1.32666026860555,1.16368211072875,1.05342201124086
Brazil,BRA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,134.3929329,137.9776265,125.6477067,117.9869738,106.1217992,99.64002652,95.38505233,96.54706819,102.48887,98.89102076
Brazil,BRA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,16.7,16.3,15.9,16.7,15.4,15.2,14.9,14.7,14.4,..
Brazil,BRA,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,117.1227603487,113.1889183835,100,102.3710937208,108.2356937329,106.8817981416,107.0374943851,107.6735521872,123.2309620465,..
Brazil,BRA,Net migration,SM.POP.NETM,35308,24940,4764,82589,56362,67934,69186,56880,20376,..
